week,year,month,isoweek,isoYear,date,division,cases,pop
6,2014,2,2014-W06-1,2014,03/02/2014,central,0,367481.8
7,2014,2,2014-W07-1,2014,10/02/2014,central,1,367481.8
8,2014,2,2014-W08-1,2014,17/02/2014,central,0,367481.8
9,2014,2,2014-W09-1,2014,24/02/2014,central,9,367481.8
10,2014,3,2014-W10-1,2014,03/03/2014,central,0,367481.8
11,2014,3,2014-W11-1,2014,10/03/2014,central,0,367481.8
12,2014,3,2014-W12-1,2014,17/03/2014,central,0,367481.8
13,2014,3,2014-W13-1,2014,24/03/2014,central,0,367481.8
14,2014,3,2014-W14-1,2014,31/03/2014,central,0,367481.8
15,2014,4,2014-W15-1,2014,07/04/2014,central,0,367481.8
16,2014,4,2014-W16-1,2014,14/04/2014,central,0,367481.8
17,2014,4,2014-W17-1,2014,21/04/2014,central,0,367481.8
18,2014,4,2014-W18-1,2014,28/04/2014,central,0,367481.8
19,2014,5,2014-W19-1,2014,05/05/2014,central,0,367481.8
20,2014,5,2014-W20-1,2014,12/05/2014,central,0,367481.8
21,2014,5,2014-W21-1,2014,19/05/2014,central,19,367481.8
22,2014,5,2014-W22-1,2014,26/05/2014,central,0,367481.8
23,2014,6,2014-W23-1,2014,02/06/2014,central,0,367481.8
24,2014,6,2014-W24-1,2014,09/06/2014,central,0,367481.8
25,2014,6,2014-W25-1,2014,16/06/2014,central,0,367481.8
26,2014,6,2014-W26-1,2014,23/06/2014,central,0,367481.8
27,2014,6,2014-W27-1,2014,30/06/2014,central,0,367481.8
28,2014,7,2014-W28-1,2014,07/07/2014,central,1,367481.8
29,2014,7,2014-W29-1,2014,14/07/2014,central,0,367481.8
30,2014,7,2014-W30-1,2014,21/07/2014,central,3,367481.8
31,2014,7,2014-W31-1,2014,28/07/2014,central,0,367481.8
32,2014,8,2014-W32-1,2014,04/08/2014,central,0,367481.8
33,2014,8,2014-W33-1,2014,11/08/2014,central,0,367481.8
34,2014,8,2014-W34-1,2014,18/08/2014,central,0,367481.8
35,2014,8,2014-W35-1,2014,25/08/2014,central,0,367481.8
36,2014,9,2014-W36-1,2014,01/09/2014,central,0,367481.8
37,2014,9,2014-W37-1,2014,08/09/2014,central,0,367481.8
38,2014,9,2014-W38-1,2014,15/09/2014,central,0,367481.8
39,2014,9,2014-W39-1,2014,22/09/2014,central,0,367481.8
40,2014,9,2014-W40-1,2014,29/09/2014,central,0,367481.8
41,2014,10,2014-W41-1,2014,06/10/2014,central,1,367481.8
42,2014,10,2014-W42-1,2014,13/10/2014,central,0,367481.8
43,2014,10,2014-W43-1,2014,20/10/2014,central,0,367481.8
44,2014,10,2014-W44-1,2014,27/10/2014,central,0,367481.8
45,2014,11,2014-W45-1,2014,03/11/2014,central,0,367481.8
46,2014,11,2014-W46-1,2014,10/11/2014,central,0,367481.8
47,2014,11,2014-W47-1,2014,17/11/2014,central,0,367481.8
48,2014,11,2014-W48-1,2014,24/11/2014,central,0,367481.8
49,2014,12,2014-W49-1,2014,01/12/2014,central,0,367481.8
50,2014,12,2014-W50-1,2014,08/12/2014,central,0,367481.8
51,2014,12,2014-W51-1,2014,15/12/2014,central,0,367481.8
52,2014,12,2014-W52-1,2014,22/12/2014,central,0,367481.8
1,2015,1,2015-W01-4,2015,01/01/2015,central,0,371037.2
2,2015,1,2015-W02-1,2015,05/01/2015,central,0,371037.2
3,2015,1,2015-W03-1,2015,12/01/2015,central,3,371037.2
4,2015,1,2015-W04-1,2015,19/01/2015,central,2,371037.2
5,2015,1,2015-W05-1,2015,26/01/2015,central,3,371037.2
6,2015,2,2015-W06-1,2015,02/02/2015,central,0,371037.2
7,2015,2,2015-W07-1,2015,09/02/2015,central,1,371037.2
8,2015,2,2015-W08-1,2015,16/02/2015,central,1,371037.2
9,2015,2,2015-W09-1,2015,23/02/2015,central,4,371037.2
10,2015,3,2015-W10-1,2015,02/03/2015,central,0,371037.2
11,2015,3,2015-W11-1,2015,09/03/2015,central,2,371037.2
12,2015,3,2015-W12-1,2015,16/03/2015,central,1,371037.2
13,2015,3,2015-W13-1,2015,23/03/2015,central,2,371037.2
14,2015,3,2015-W14-1,2015,30/03/2015,central,3,371037.2
15,2015,4,2015-W15-1,2015,06/04/2015,central,0,371037.2
16,2015,4,2015-W16-1,2015,13/04/2015,central,2,371037.2
17,2015,4,2015-W17-1,2015,20/04/2015,central,1,371037.2
18,2015,4,2015-W18-1,2015,27/04/2015,central,0,371037.2
19,2015,5,2015-W19-1,2015,04/05/2015,central,3,371037.2
20,2015,5,2015-W20-1,2015,11/05/2015,central,1,371037.2
21,2015,5,2015-W21-1,2015,18/05/2015,central,0,371037.2
22,2015,5,2015-W22-1,2015,25/05/2015,central,1,371037.2
23,2015,6,2015-W23-1,2015,01/06/2015,central,2,371037.2
24,2015,6,2015-W24-1,2015,08/06/2015,central,2,371037.2
25,2015,6,2015-W25-1,2015,15/06/2015,central,2,371037.2
26,2015,6,2015-W26-1,2015,22/06/2015,central,0,371037.2
27,2015,6,2015-W27-1,2015,29/06/2015,central,3,371037.2
28,2015,7,2015-W28-1,2015,06/07/2015,central,8,371037.2
29,2015,7,2015-W29-1,2015,13/07/2015,central,3,371037.2
30,2015,7,2015-W30-1,2015,20/07/2015,central,7,371037.2
31,2015,7,2015-W31-1,2015,27/07/2015,central,0,371037.2
32,2015,8,2015-W32-1,2015,03/08/2015,central,3,371037.2
33,2015,8,2015-W33-1,2015,10/08/2015,central,1,371037.2
34,2015,8,2015-W34-1,2015,17/08/2015,central,1,371037.2
35,2015,8,2015-W35-1,2015,24/08/2015,central,0,371037.2
36,2015,8,2015-W36-1,2015,31/08/2015,central,2,371037.2
37,2015,9,2015-W37-1,2015,07/09/2015,central,0,371037.2
38,2015,9,2015-W38-1,2015,14/09/2015,central,0,371037.2
39,2015,9,2015-W39-1,2015,21/09/2015,central,0,371037.2
40,2015,9,2015-W40-1,2015,28/09/2015,central,0,371037.2
41,2015,10,2015-W41-1,2015,05/10/2015,central,0,371037.2
42,2015,10,2015-W42-1,2015,12/10/2015,central,0,371037.2
43,2015,10,2015-W43-1,2015,19/10/2015,central,0,371037.2
44,2015,10,2015-W44-1,2015,26/10/2015,central,0,371037.2
45,2015,11,2015-W45-1,2015,02/11/2015,central,0,371037.2
46,2015,11,2015-W46-1,2015,09/11/2015,central,0,371037.2
47,2015,11,2015-W47-1,2015,16/11/2015,central,0,371037.2
48,2015,11,2015-W48-1,2015,23/11/2015,central,0,371037.2
49,2015,11,2015-W49-1,2015,30/11/2015,central,0,371037.2
50,2015,12,2015-W50-1,2015,07/12/2015,central,0,371037.2
51,2015,12,2015-W51-1,2015,14/12/2015,central,0,371037.2
52,2015,12,2015-W52-1,2015,21/12/2015,central,0,371037.2
1,2016,1,2016-W01-1,2016,04/01/2016,central,0,374592.6
2,2016,1,2016-W02-1,2016,11/01/2016,central,0,374592.6
3,2016,1,2016-W03-1,2016,18/01/2016,central,1,374592.6
4,2016,1,2016-W04-1,2016,25/01/2016,central,2,374592.6
5,2016,2,2016-W05-1,2016,01/02/2016,central,1,374592.6
6,2016,2,2016-W06-1,2016,08/02/2016,central,0,374592.6
7,2016,2,2016-W07-1,2016,15/02/2016,central,1,374592.6
8,2016,2,2016-W08-1,2016,22/02/2016,central,1,374592.6
9,2016,2,2016-W09-1,2016,29/02/2016,central,5,374592.6
10,2016,3,2016-W10-1,2016,07/03/2016,central,0,374592.6
11,2016,3,2016-W11-1,2016,14/03/2016,central,9,374592.6
12,2016,3,2016-W12-1,2016,21/03/2016,central,2,374592.6
13,2016,3,2016-W13-1,2016,28/03/2016,central,7,374592.6
14,2016,4,2016-W14-1,2016,04/04/2016,central,9,374592.6
15,2016,4,2016-W15-1,2016,11/04/2016,central,7,374592.6
16,2016,4,2016-W16-1,2016,18/04/2016,central,2,374592.6
17,2016,4,2016-W17-1,2016,25/04/2016,central,2,374592.6
18,2016,5,2016-W18-1,2016,02/05/2016,central,0,374592.6
19,2016,5,2016-W19-1,2016,09/05/2016,central,5,374592.6
20,2016,5,2016-W20-1,2016,16/05/2016,central,4,374592.6
21,2016,5,2016-W21-1,2016,23/05/2016,central,4,374592.6
22,2016,5,2016-W22-1,2016,30/05/2016,central,1,374592.6
23,2016,6,2016-W23-1,2016,06/06/2016,central,0,374592.6
24,2016,6,2016-W24-1,2016,13/06/2016,central,5,374592.6
25,2016,6,2016-W25-1,2016,20/06/2016,central,1,374592.6
26,2016,6,2016-W26-1,2016,27/06/2016,central,2,374592.6
27,2016,7,2016-W27-1,2016,04/07/2016,central,7,374592.6
28,2016,7,2016-W28-1,2016,11/07/2016,central,4,374592.6
29,2016,7,2016-W29-1,2016,18/07/2016,central,3,374592.6
30,2016,7,2016-W30-1,2016,25/07/2016,central,6,374592.6
31,2016,8,2016-W31-1,2016,01/08/2016,central,12,374592.6
32,2016,8,2016-W32-1,2016,08/08/2016,central,1,374592.6
33,2016,8,2016-W33-1,2016,15/08/2016,central,0,374592.6
34,2016,8,2016-W34-1,2016,22/08/2016,central,6,374592.6
35,2016,8,2016-W35-1,2016,29/08/2016,central,0,374592.6
36,2016,9,2016-W36-1,2016,05/09/2016,central,2,374592.6
37,2016,9,2016-W37-1,2016,12/09/2016,central,2,374592.6
38,2016,9,2016-W38-1,2016,19/09/2016,central,1,374592.6
39,2016,9,2016-W39-1,2016,26/09/2016,central,1,374592.6
40,2016,10,2016-W40-1,2016,03/10/2016,central,0,374592.6
41,2016,10,2016-W41-1,2016,10/10/2016,central,0,374592.6
42,2016,10,2016-W42-1,2016,17/10/2016,central,0,374592.6
43,2016,10,2016-W43-1,2016,24/10/2016,central,1,374592.6
44,2016,10,2016-W44-1,2016,31/10/2016,central,0,374592.6
45,2016,11,2016-W45-1,2016,07/11/2016,central,0,374592.6
46,2016,11,2016-W46-1,2016,14/11/2016,central,3,374592.6
47,2016,11,2016-W47-1,2016,21/11/2016,central,3,374592.6
48,2016,11,2016-W48-1,2016,28/11/2016,central,1,374592.6
49,2016,12,2016-W49-1,2016,05/12/2016,central,1,374592.6
50,2016,12,2016-W50-1,2016,12/12/2016,central,0,374592.6
51,2016,12,2016-W51-1,2016,19/12/2016,central,1,374592.6
52,2016,12,2016-W52-1,2016,26/12/2016,central,1,374592.6
52,2017,1,2016-W52-7,2016,01/01/2017,central,1,378148
1,2017,1,2017-W01-1,2017,02/01/2017,central,5,378148
2,2017,1,2017-W02-1,2017,09/01/2017,central,3,378148
3,2017,1,2017-W03-1,2017,16/01/2017,central,2,378148
4,2017,1,2017-W04-1,2017,23/01/2017,central,6,378148
5,2017,1,2017-W05-1,2017,30/01/2017,central,6,378148
6,2017,2,2017-W06-1,2017,06/02/2017,central,2,378148
7,2017,2,2017-W07-1,2017,13/02/2017,central,8,378148
8,2017,2,2017-W08-1,2017,20/02/2017,central,19,378148
9,2017,2,2017-W09-1,2017,27/02/2017,central,18,378148
10,2017,3,2017-W10-1,2017,06/03/2017,central,15,378148
11,2017,3,2017-W11-1,2017,13/03/2017,central,14,378148
12,2017,3,2017-W12-1,2017,20/03/2017,central,19,378148
13,2017,3,2017-W13-1,2017,27/03/2017,central,9,378148
14,2017,4,2017-W14-1,2017,03/04/2017,central,9,378148
15,2017,4,2017-W15-1,2017,10/04/2017,central,23,378148
16,2017,4,2017-W16-1,2017,17/04/2017,central,16,378148
17,2017,4,2017-W17-1,2017,24/04/2017,central,12,378148
18,2017,5,2017-W18-1,2017,01/05/2017,central,29,378148
19,2017,5,2017-W19-1,2017,08/05/2017,central,12,378148
20,2017,5,2017-W20-1,2017,15/05/2017,central,21,378148
21,2017,5,2017-W21-1,2017,22/05/2017,central,12,378148
22,2017,5,2017-W22-1,2017,29/05/2017,central,3,378148
23,2017,6,2017-W23-1,2017,05/06/2017,central,9,378148
24,2017,6,2017-W24-1,2017,12/06/2017,central,4,378148
25,2017,6,2017-W25-1,2017,19/06/2017,central,4,378148
26,2017,6,2017-W26-1,2017,26/06/2017,central,0,378148
27,2017,7,2017-W27-1,2017,03/07/2017,central,0,378148
28,2017,7,2017-W28-1,2017,10/07/2017,central,1,378148
29,2017,7,2017-W29-1,2017,17/07/2017,central,1,378148
30,2017,7,2017-W30-1,2017,24/07/2017,central,0,378148
31,2017,7,2017-W31-1,2017,31/07/2017,central,0,378148
32,2017,8,2017-W32-1,2017,07/08/2017,central,3,378148
33,2017,8,2017-W33-1,2017,14/08/2017,central,1,378148
34,2017,8,2017-W34-1,2017,21/08/2017,central,2,378148
35,2017,8,2017-W35-1,2017,28/08/2017,central,0,378148
36,2017,9,2017-W36-1,2017,04/09/2017,central,2,378148
37,2017,9,2017-W37-1,2017,11/09/2017,central,4,378148
38,2017,9,2017-W38-1,2017,18/09/2017,central,1,378148
39,2017,9,2017-W39-1,2017,25/09/2017,central,0,378148
40,2017,10,2017-W40-1,2017,02/10/2017,central,3,378148
41,2017,10,2017-W41-1,2017,09/10/2017,central,0,378148
42,2017,10,2017-W42-1,2017,16/10/2017,central,1,378148
43,2017,10,2017-W43-1,2017,23/10/2017,central,2,378148
44,2017,10,2017-W44-1,2017,30/10/2017,central,2,378148
45,2017,11,2017-W45-1,2017,06/11/2017,central,5,378148
46,2017,11,2017-W46-1,2017,13/11/2017,central,1,378148
47,2017,11,2017-W47-1,2017,20/11/2017,central,3,378148
48,2017,11,2017-W48-1,2017,27/11/2017,central,1,378148
49,2017,12,2017-W49-1,2017,04/12/2017,central,0,378148
50,2017,12,2017-W50-1,2017,11/12/2017,central,1,378148
51,2017,12,2017-W51-1,2017,18/12/2017,central,5,378148
1,2006,1,2006-W01-1,2006,02/01/2006,western,1,319611
2,2006,1,2006-W02-1,2006,09/01/2006,western,1,319611
3,2006,1,2006-W03-1,2006,16/01/2006,western,0,319611
4,2006,1,2006-W04-1,2006,23/01/2006,western,0,319611
5,2006,1,2006-W05-1,2006,30/01/2006,western,1,319611
6,2006,2,2006-W06-1,2006,06/02/2006,western,0,319611
7,2006,2,2006-W07-1,2006,13/02/2006,western,2,319611
8,2006,2,2006-W08-1,2006,20/02/2006,western,0,319611
9,2006,2,2006-W09-1,2006,27/02/2006,western,0,319611
10,2006,3,2006-W10-1,2006,06/03/2006,western,0,319611
11,2006,3,2006-W11-1,2006,13/03/2006,western,1,319611
12,2006,3,2006-W12-1,2006,20/03/2006,western,3,319611
13,2006,3,2006-W13-1,2006,27/03/2006,western,0,319611
14,2006,4,2006-W14-1,2006,03/04/2006,western,1,319611
15,2006,4,2006-W15-1,2006,10/04/2006,western,0,319611
16,2006,4,2006-W16-1,2006,17/04/2006,western,0,319611
17,2006,4,2006-W17-1,2006,24/04/2006,western,1,319611
18,2006,5,2006-W18-1,2006,01/05/2006,western,1,319611
19,2006,5,2006-W19-1,2006,08/05/2006,western,0,319611
20,2006,5,2006-W20-1,2006,15/05/2006,western,3,319611
21,2006,5,2006-W21-1,2006,22/05/2006,western,2,319611
22,2006,5,2006-W22-1,2006,29/05/2006,western,0,319611
23,2006,6,2006-W23-1,2006,05/06/2006,western,0,319611
24,2006,6,2006-W24-1,2006,12/06/2006,western,4,319611
25,2006,6,2006-W25-1,2006,19/06/2006,western,1,319611
26,2006,6,2006-W26-1,2006,26/06/2006,western,0,319611
27,2006,7,2006-W27-1,2006,03/07/2006,western,0,319611
28,2006,7,2006-W28-1,2006,10/07/2006,western,4,319611
29,2006,7,2006-W29-1,2006,17/07/2006,western,1,319611
30,2006,7,2006-W30-1,2006,24/07/2006,western,0,319611
31,2006,7,2006-W31-1,2006,31/07/2006,western,2,319611
32,2006,8,2006-W32-1,2006,07/08/2006,western,0,319611
33,2006,8,2006-W33-1,2006,14/08/2006,western,0,319611
34,2006,8,2006-W34-1,2006,21/08/2006,western,0,319611
35,2006,8,2006-W35-1,2006,28/08/2006,western,0,319611
36,2006,9,2006-W36-1,2006,04/09/2006,western,0,319611
37,2006,9,2006-W37-1,2006,11/09/2006,western,1,319611
38,2006,9,2006-W38-1,2006,18/09/2006,western,0,319611
39,2006,9,2006-W39-1,2006,25/09/2006,western,0,319611
40,2006,10,2006-W40-1,2006,02/10/2006,western,1,319611
41,2006,10,2006-W41-1,2006,09/10/2006,western,0,319611
42,2006,10,2006-W42-1,2006,16/10/2006,western,0,319611
43,2006,10,2006-W43-1,2006,23/10/2006,western,0,319611
44,2006,10,2006-W44-1,2006,30/10/2006,western,0,319611
45,2006,11,2006-W45-1,2006,06/11/2006,western,0,319611
46,2006,11,2006-W46-1,2006,13/11/2006,western,0,319611
47,2006,11,2006-W47-1,2006,20/11/2006,western,0,319611
48,2006,11,2006-W48-1,2006,27/11/2006,western,0,319611
49,2006,12,2006-W49-1,2006,04/12/2006,western,0,319611
50,2006,12,2006-W50-1,2006,11/12/2006,western,0,319611
51,2006,12,2006-W51-1,2006,18/12/2006,western,0,319611
1,2007,1,2007-W01-1,2007,01/01/2007,western,0,319611
2,2007,1,2007-W02-1,2007,08/01/2007,western,0,319611
3,2007,1,2007-W03-1,2007,15/01/2007,western,2,319611
4,2007,1,2007-W04-1,2007,22/01/2007,western,1,319611
5,2007,1,2007-W05-1,2007,29/01/2007,western,2,319611
6,2007,2,2007-W06-1,2007,05/02/2007,western,3,319611
7,2007,2,2007-W07-1,2007,12/02/2007,western,3,319611
8,2007,2,2007-W08-1,2007,19/02/2007,western,0,319611
9,2007,2,2007-W09-1,2007,26/02/2007,western,1,319611
10,2007,3,2007-W10-1,2007,05/03/2007,western,0,319611
11,2007,3,2007-W11-1,2007,12/03/2007,western,9,319611
12,2007,3,2007-W12-1,2007,19/03/2007,western,10,319611
13,2007,3,2007-W13-1,2007,26/03/2007,western,6,319611
14,2007,4,2007-W14-1,2007,02/04/2007,western,1,319611
15,2007,4,2007-W15-1,2007,09/04/2007,western,6,319611
16,2007,4,2007-W16-1,2007,16/04/2007,western,2,319611
17,2007,4,2007-W17-1,2007,23/04/2007,western,0,319611
18,2007,4,2007-W18-1,2007,30/04/2007,western,0,319611
19,2007,5,2007-W19-1,2007,07/05/2007,western,0,319611
20,2007,5,2007-W20-1,2007,14/05/2007,western,4,319611
21,2007,5,2007-W21-1,2007,21/05/2007,western,1,319611
22,2007,5,2007-W22-1,2007,28/05/2007,western,2,319611
23,2007,6,2007-W23-1,2007,04/06/2007,western,1,319611
24,2007,6,2007-W24-1,2007,11/06/2007,western,3,319611
25,2007,6,2007-W25-1,2007,18/06/2007,western,0,319611
26,2007,6,2007-W26-1,2007,25/06/2007,western,0,319611
27,2007,7,2007-W27-1,2007,02/07/2007,western,4,319611
28,2007,7,2007-W28-1,2007,09/07/2007,western,1,319611
29,2007,7,2007-W29-1,2007,16/07/2007,western,0,319611
30,2007,7,2007-W30-1,2007,23/07/2007,western,0,319611
31,2007,7,2007-W31-1,2007,30/07/2007,western,2,319611
32,2007,8,2007-W32-1,2007,06/08/2007,western,0,319611
33,2007,8,2007-W33-1,2007,13/08/2007,western,4,319611
34,2007,8,2007-W34-1,2007,20/08/2007,western,1,319611
35,2007,8,2007-W35-1,2007,27/08/2007,western,0,319611
36,2007,9,2007-W36-1,2007,03/09/2007,western,2,319611
37,2007,9,2007-W37-1,2007,10/09/2007,western,1,319611
38,2007,9,2007-W38-1,2007,17/09/2007,western,0,319611
39,2007,9,2007-W39-1,2007,24/09/2007,western,0,319611
40,2007,10,2007-W40-1,2007,01/10/2007,western,0,319611
41,2007,10,2007-W41-1,2007,08/10/2007,western,0,319611
42,2007,10,2007-W42-1,2007,15/10/2007,western,0,319611
43,2007,10,2007-W43-1,2007,22/10/2007,western,0,319611
44,2007,10,2007-W44-1,2007,29/10/2007,western,1,319611
45,2007,11,2007-W45-1,2007,05/11/2007,western,2,319611
46,2007,11,2007-W46-1,2007,12/11/2007,western,2,319611
47,2007,11,2007-W47-1,2007,19/11/2007,western,0,319611
48,2007,11,2007-W48-1,2007,26/11/2007,western,1,319611
49,2007,12,2007-W49-1,2007,03/12/2007,western,0,319611
50,2007,12,2007-W50-1,2007,10/12/2007,western,0,319611
51,2007,12,2007-W51-1,2007,17/12/2007,western,0,319611
52,2007,12,2007-W52-1,2007,24/12/2007,western,0,319611
1,2008,1,2008-W01-2,2008,01/01/2008,western,0,321357
2,2008,1,2008-W02-1,2008,07/01/2008,western,0,321357
3,2008,1,2008-W03-1,2008,14/01/2008,western,1,321357
4,2008,1,2008-W04-1,2008,21/01/2008,western,4,321357
5,2008,1,2008-W05-1,2008,28/01/2008,western,1,321357
6,2008,2,2008-W06-1,2008,04/02/2008,western,0,321357
7,2008,2,2008-W07-1,2008,11/02/2008,western,2,321357
8,2008,2,2008-W08-1,2008,18/02/2008,western,0,321357
9,2008,2,2008-W09-1,2008,25/02/2008,western,0,321357
10,2008,3,2008-W10-1,2008,03/03/2008,western,0,321357
11,2008,3,2008-W11-1,2008,10/03/2008,western,0,321357
12,2008,3,2008-W12-1,2008,17/03/2008,western,0,321357
13,2008,3,2008-W13-1,2008,24/03/2008,western,0,321357
14,2008,3,2008-W14-1,2008,31/03/2008,western,0,321357
15,2008,4,2008-W15-1,2008,07/04/2008,western,0,321357
16,2008,4,2008-W16-1,2008,14/04/2008,western,0,321357
17,2008,4,2008-W17-1,2008,21/04/2008,western,0,321357
18,2008,4,2008-W18-1,2008,28/04/2008,western,0,321357
19,2008,5,2008-W19-1,2008,05/05/2008,western,0,321357
20,2008,5,2008-W20-1,2008,12/05/2008,western,0,321357
21,2008,5,2008-W21-1,2008,19/05/2008,western,0,321357
22,2008,5,2008-W22-1,2008,26/05/2008,western,0,321357
23,2008,6,2008-W23-1,2008,02/06/2008,western,0,321357
24,2008,6,2008-W24-1,2008,09/06/2008,western,0,321357
25,2008,6,2008-W25-1,2008,16/06/2008,western,0,321357
26,2008,6,2008-W26-1,2008,23/06/2008,western,0,321357
27,2008,6,2008-W27-1,2008,30/06/2008,western,0,321357
28,2008,7,2008-W28-1,2008,07/07/2008,western,0,321357
29,2008,7,2008-W29-1,2008,14/07/2008,western,0,321357
30,2008,7,2008-W30-1,2008,21/07/2008,western,0,321357
31,2008,7,2008-W31-1,2008,28/07/2008,western,0,321357
32,2008,8,2008-W32-1,2008,04/08/2008,western,0,321357
33,2008,8,2008-W33-1,2008,11/08/2008,western,0,321357
34,2008,8,2008-W34-1,2008,18/08/2008,western,0,321357
35,2008,8,2008-W35-1,2008,25/08/2008,western,0,321357
36,2008,9,2008-W36-1,2008,01/09/2008,western,0,321357
37,2008,9,2008-W37-1,2008,08/09/2008,western,0,321357
38,2008,9,2008-W38-1,2008,15/09/2008,western,0,321357
39,2008,9,2008-W39-1,2008,22/09/2008,western,0,321357
40,2008,9,2008-W40-1,2008,29/09/2008,western,0,321357
41,2008,10,2008-W41-1,2008,06/10/2008,western,0,321357
42,2008,10,2008-W42-1,2008,13/10/2008,western,0,321357
43,2008,10,2008-W43-1,2008,20/10/2008,western,0,321357
44,2008,10,2008-W44-1,2008,27/10/2008,western,0,321357
45,2008,11,2008-W45-1,2008,03/11/2008,western,0,321357
46,2008,11,2008-W46-1,2008,10/11/2008,western,0,321357
47,2008,11,2008-W47-1,2008,17/11/2008,western,0,321357
48,2008,11,2008-W48-1,2008,24/11/2008,western,0,321357
49,2008,12,2008-W49-1,2008,01/12/2008,western,0,321357
50,2008,12,2008-W50-1,2008,08/12/2008,western,0,321357
51,2008,12,2008-W51-1,2008,15/12/2008,western,0,321357
52,2008,12,2008-W52-1,2008,22/12/2008,western,0,321357
1,2009,1,2009-W01-4,2009,01/01/2009,western,0,323103
2,2009,1,2009-W02-1,2009,05/01/2009,western,0,323103
3,2009,1,2009-W03-1,2009,12/01/2009,western,0,323103
4,2009,1,2009-W04-1,2009,19/01/2009,western,2,323103
5,2009,1,2009-W05-1,2009,26/01/2009,western,5,323103
6,2009,2,2009-W06-1,2009,02/02/2009,western,5,323103
7,2009,2,2009-W07-1,2009,09/02/2009,western,1,323103
8,2009,2,2009-W08-1,2009,16/02/2009,western,1,323103
9,2009,2,2009-W09-1,2009,23/02/2009,western,0,323103
10,2009,3,2009-W10-1,2009,02/03/2009,western,0,323103
11,2009,3,2009-W11-1,2009,09/03/2009,western,2,323103
12,2009,3,2009-W12-1,2009,16/03/2009,western,0,323103
13,2009,3,2009-W13-1,2009,23/03/2009,western,0,323103
14,2009,3,2009-W14-1,2009,30/03/2009,western,0,323103
15,2009,4,2009-W15-1,2009,06/04/2009,western,0,323103
16,2009,4,2009-W16-1,2009,13/04/2009,western,2,323103
17,2009,4,2009-W17-1,2009,20/04/2009,western,0,323103
18,2009,4,2009-W18-1,2009,27/04/2009,western,1,323103
19,2009,5,2009-W19-1,2009,04/05/2009,western,0,323103
20,2009,5,2009-W20-1,2009,11/05/2009,western,0,323103
21,2009,5,2009-W21-1,2009,18/05/2009,western,0,323103
22,2009,5,2009-W22-1,2009,25/05/2009,western,0,323103
23,2009,6,2009-W23-1,2009,01/06/2009,western,0,323103
24,2009,6,2009-W24-1,2009,08/06/2009,western,0,323103
25,2009,6,2009-W25-1,2009,15/06/2009,western,0,323103
26,2009,6,2009-W26-1,2009,22/06/2009,western,0,323103
27,2009,6,2009-W27-1,2009,29/06/2009,western,0,323103
28,2009,7,2009-W28-1,2009,06/07/2009,western,0,323103
29,2009,7,2009-W29-1,2009,13/07/2009,western,0,323103
30,2009,7,2009-W30-1,2009,20/07/2009,western,0,323103
31,2009,7,2009-W31-1,2009,27/07/2009,western,0,323103
32,2009,8,2009-W32-1,2009,03/08/2009,western,0,323103
33,2009,8,2009-W33-1,2009,10/08/2009,western,0,323103
34,2009,8,2009-W34-1,2009,17/08/2009,western,0,323103
35,2009,8,2009-W35-1,2009,24/08/2009,western,0,323103
36,2009,8,2009-W36-1,2009,31/08/2009,western,0,323103
37,2009,9,2009-W37-1,2009,07/09/2009,western,0,323103
38,2009,9,2009-W38-1,2009,14/09/2009,western,0,323103
39,2009,9,2009-W39-1,2009,21/09/2009,western,0,323103
40,2009,9,2009-W40-1,2009,28/09/2009,western,0,323103
41,2009,10,2009-W41-1,2009,05/10/2009,western,0,323103
42,2009,10,2009-W42-1,2009,12/10/2009,western,0,323103
43,2009,10,2009-W43-1,2009,19/10/2009,western,0,323103
44,2009,10,2009-W44-1,2009,26/10/2009,western,0,323103
45,2009,11,2009-W45-1,2009,02/11/2009,western,0,323103
46,2009,11,2009-W46-1,2009,09/11/2009,western,0,323103
47,2009,11,2009-W47-1,2009,16/11/2009,western,0,323103
48,2009,11,2009-W48-1,2009,23/11/2009,western,0,323103
49,2009,11,2009-W49-1,2009,30/11/2009,western,0,323103
50,2009,12,2009-W50-1,2009,07/12/2009,western,0,323103
51,2009,12,2009-W51-1,2009,14/12/2009,western,0,323103
52,2009,12,2009-W52-1,2009,21/12/2009,western,0,323103
1,2010,1,2010-W01-1,2010,04/01/2010,western,0,324849
2,2010,1,2010-W02-1,2010,11/01/2010,western,0,324849
3,2010,1,2010-W03-1,2010,18/01/2010,western,0,324849
4,2010,1,2010-W04-1,2010,25/01/2010,western,0,324849
5,2010,2,2010-W05-1,2010,01/02/2010,western,0,324849
6,2010,2,2010-W06-1,2010,08/02/2010,western,0,324849
7,2010,2,2010-W07-1,2010,15/02/2010,western,0,324849
8,2010,2,2010-W08-1,2010,22/02/2010,western,0,324849
9,2010,3,2010-W09-1,2010,01/03/2010,western,0,324849
10,2010,3,2010-W10-1,2010,08/03/2010,western,0,324849
11,2010,3,2010-W11-1,2010,15/03/2010,western,0,324849
12,2010,3,2010-W12-1,2010,22/03/2010,western,0,324849
13,2010,3,2010-W13-1,2010,29/03/2010,western,0,324849
14,2010,4,2010-W14-1,2010,05/04/2010,western,0,324849
15,2010,4,2010-W15-1,2010,12/04/2010,western,0,324849
16,2010,4,2010-W16-1,2010,19/04/2010,western,1,324849
17,2010,4,2010-W17-1,2010,26/04/2010,western,0,324849
